date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:35:26	3706/3706	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2017:25:16%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/banner/banner-shape2.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/banner/banner-shape2.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:26	10510/10510	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Sep%202023%2017:25:26%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/banner/banner-shape3.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/banner/banner-shape3.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:27	59822/59822	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2016:25:10%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/banner/banner3.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/banner/banner3.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:27	60963/60963	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2016:25:10%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/banner/banner2.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/banner/banner2.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:27	18690/18690	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2016:41:28%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer1.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer1.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:27	3087/3087	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2016:40:56%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer-shape1.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer-shape1.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:27	4335/4335	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2016:40:48%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer-shape2.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer-shape2.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:28	12615/12615	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2016:41:26%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer2.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer2.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:28	11528/11528	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2016:41:30%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer3.png	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/offer/offer3.png	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
12:35:28	12535/12535	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Sep%202023%2016:50:50%20GMT	https://thepixelcurve.com/html/kidsmart/kidsmart/assets/images/products/product1.jpg	C:/My%20Web%20Sites/Kid%20Template/thepixelcurve.com/html/kidsmart/kidsmart/assets/images/products/product1.jpg	(from https://thepixelcurve.com/html/kidsmart/kidsmart/index.html)
